AccidentId	RoadType	RoadNumber	RoadSecNumber	RoadLetter	Circulation	LaneNumber	SpecialLane	Slope	RoadMarkerId	RoadMarkerDistance	Layout	StripWidth	LaneWidth	SurfaceCondition	Infrastructure	Localization	SchoolNear
201800002324	Unknown				Unknown	1	0	Flat			RightCurve			Normal	Intersection	Lane	00
201800002325	Departamental	75			TwoWay	2	0	Flat	3	900	LeftCurve			Normal	Unknown	Lane	00
201800002326	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002327	Departamental	123		A	DividedHighway	2	0	Uphill	0	497	Straight			Normal	Unknown	Lane	00
201800002328	National	7			TwoWay	2	0	Uphill	1	160	Straight			Normal	Unknown	Lane	00
201800002329	Departamental	36			TwoWay	2	0	Flat	9	625	RightCurve			Normal	Intersection	Lane	00
201800002330	Departamental	4			OneWay	1	0	Flat	2	500	Straight			Normal	PedestrianZone	Lane	00
201800002331	Departamental	4		D	DividedHighway	3	0	Flat	1	159	Straight			Wet	Unknown	Lane	00
201800002332	Departamental	4			DividedHighway	2	0	Flat	4	400	Straight			Wet	Unknown	Lane	00
201800002333	Departamental	517			TwoWay	2	0	Flat	8	875	Straight			Normal	Unknown	Lane	00
201800002334	Communal				Unknown	2	0	Flat			LeftCurve			Normal	Intersection	Lane	00
201800002335	Departamental	24		A	TwoWay	2	0	Flat	3	900	RightCurve			Wet	Unknown	Shoulder	00
201800002336	National	7			TwoWay	2	0	Flat	30	70	Straight			Normal	Unknown	EmergencyShoulder	00
201800002337	Communal	1		A	TwoWay	2	0	Flat			Straight			Normal	Intersection	Lane	00
201800002338	Departamental	131			TwoWay	2	0	BottomHill	22	250	Straight			Normal	Unknown	Lane	00
201800002339	Departamental	51			TwoWay	1	0	Flat	59	750	Straight			Normal	Unknown	Lane	00
201800002340	Communal				TwoWay	2	0	Flat			LeftCurve			Normal	Unknown	Shoulder	00
201800002341	Departamental	131			TwoWay	2	0	Flat	15	230	Straight			Normal	Unknown	Lane	00
201800002342	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Shoulder	00
201800002343	National	7			TwoWay	2	0	Flat	29	850	Straight			Normal	Unknown	Lane	00
201800002344	Departamental	519			TwoWay	2	0	Flat	5	875	Straight			Normal	Unknown	Lane	00
201800002345	Communal	0		C	TwoWay	2	0	Flat	65	970	Straight			Normal	Intersection	Lane	00
201800002346	National	7			TwoWay	2	0	Flat	8	86	Straight			Normal	Unknown	Lane	00
201800002347	National	7			TwoWay	1	0	Flat	31	200	LeftCurve			Normal	Unknown	Shoulder	00
201800002348	Departamental	4			TwoWay	2	0	Flat	32	875	RightCurve			Normal	Unknown	Lane	00
201800002349	Communal	530.1		D	TwoWay	2	SeparatedBike	Flat	1	300	Straight			Normal	Unknown	Lane	00
201800002350	Communal				TwoWay	2	0	Uphill			Straight			Normal	Unknown	Lane	00
201800002351	Departamental	311			TwoWay	2	0	Flat	3	500	Straight			Wet	Unknown	Lane	00
201800002352	Departamental	1006			TwoWay	2	0	Flat	5	500	Straight			Normal	Unknown	Lane	00
201800002353	Departamental	125			TwoWay	2	0	Flat	0	800	Straight			Normal	Intersection	Lane	00
201800002354	Departamental	125			TwoWay	2	0	Flat	2	500	Straight			Wet	Unknown	Lane	00
201800002355	Departamental	124			TwoWay	2	0	Flat	22	100	Straight			Normal	Unknown	Lane	00
201800002356	Departamental	75			TwoWay	2	0	Flat	20	500	Straight			Normal	Unknown	Lane	00
201800002357	Departamental	76			TwoWay	2	0	Flat	1	875	Straight			Normal	Unknown	Lane	00
201800002358	Departamental	1006			TwoWay	2	0	Flat	6	750	RightCurve			Wet	Unknown	Lane	00
201800002359	Departamental	8			TwoWay	2	0	Uphill	64	835	RightCurve			Normal	Unknown	Lane	00
201800002360	Departamental	32			TwoWay	2	0	Uphill	25	200	RightCurve			Normal	Unknown	Lane	00
201800002361	Departamental	8			TwoWay	2	0	Flat	68	657	Straight			Wet	Unknown	Lane	00
201800002362	Departamental	108			TwoWay	2	Bike	Flat	22	740	Straight			Normal	Unknown	BikeLane	00
201800002363	Departamental	10			TwoWay	2	0	Flat	21	800	Straight			Wet	Unknown	Lane	00
201800002364	Departamental	5		D	TwoWay	2	0	Flat	23	409	Straight			Wet	Intersection	Lane	00
201800002365	Departamental	101			TwoWay	2	0	Flat	67	749	Straight			Ice	Unknown	Shoulder	00
201800002366	Departamental	5			TwoWay	2	0	Flat	23	0	Straight			Normal	Unknown	Lane	00
201800002367	Departamental	5			TwoWay	2	0	Flat	23	417	RightCurve			Wet	PedestrianZone	Lane	00
201800002368	Departamental	101		D	TwoWay	2	0	Flat	67	530	Straight			Normal	Unknown	Lane	00
201800002369	Departamental	69			Unknown	1	0	Flat	15	230	Straight			Normal	Unknown	Lane	00
201800002370	Departamental	204		D	TwoWay	2	0	Flat	4	400	LeftCurve			Normal	Unknown	Lane	00
201800002371	Departamental	496			TwoWay	2	0	Uphill	6	200	RightCurve			Normal	Unknown	Lane	00
201800002372	Communal																
201800002373	Departamental	496		A	TwoWay	2	0	Flat	24	647	Straight			Normal	Unknown	Lane	00
201800002374	Departamental	8			TwoWay	2	0	Flat	86	215	Straight			Normal	Unknown	Lane	00
201800002375	Departamental	5			TwoWay	2	0	Flat	23	474	Straight			Normal	Unknown	Lane	00
201800002376	Departamental	69		D	TwoWay	2	0	Uphill	3	500	Straight			Normal	Unknown	Lane	00
201800002377	Departamental	5			TwoWay	3	0	Flat	23	472	Straight			Normal	Unknown	Lane	00
201800002378	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002379	Communal				TwoWay	2	0	Flat			LeftCurve			Normal	Unknown	Shoulder	00
201800002380	Communal																
201800002381	Departamental	44							54	1213							
201800002382	Departamental	8			TwoWay	2	0	TopHill	83	400	Straight			Normal	Intersection	Lane	00
201800002383	Departamental	69			TwoWay	2	0	Flat			Straight			Normal	Intersection	Lane	00
201800002384	Departamental	60			TwoWay	2	0	Flat	8	108	S-Shape			Normal	Unknown	Lane	00
201800002385	Departamental	113							6	0							
201800002386	Departamental	1132		D	TwoWay	2	0	Uphill	4	135	Straight			Normal	Unknown	Lane	00
201800002387	Departamental	496		D	TwoWay	2	0	Uphill	16	55	Straight			Normal	Unknown	Lane	00
201800002388	Departamental	101			TwoWay	2	0	Flat	63	740	Straight			Wet	Unknown	Lane	00
201800002389	Departamental	5			TwoWay	2	0	Flat	23	415	Straight			Normal	Unknown	Lane	00
201800002390	Departamental	108			TwoWay	2	0	Flat	27	117	Straight			Wet	Unknown	Lane	00
201800002391	Communal				TwoWay	2	0	Flat			Straight			Normal	Intersection	Lane	00
201800002392	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002393	Departamental	105			TwoWay	2	0	Flat	15	1226	Straight			Normal	Unknown	Lane	00
201800002394	PublicParking				Unknown	0	0	Flat			Straight			Normal	Unknown	Lane	00
201800002395	Departamental	101		D	TwoWay	2	0	Flat	79	300	Straight			Normal	Unknown	Lane	00
201800002396	Departamental	8			TwoWay	2	0	Flat	94	280	Straight			Normal	Unknown	Lane	00
201800002397	Departamental	1082			TwoWay	2	0	Flat	56	1104	LeftCurve			Wet	Unknown	Lane	00
201800002398	Departamental	498		A	OneWay	1	0	Flat	0	10	Straight			Normal	Unknown	Lane	00
201800002399	Departamental	1082		D	TwoWay	2	0	Flat	51	207	Straight			Normal	Unknown	Lane	00
201800002400	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002401	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002402	Communal				TwoWay	2	0	Flat			LeftCurve			Normal	Unknown	Lane	00
201800002403	Departamental	101		D	TwoWay	2	0	Flat	77	780	Straight			Normal	Unknown	Lane	00
201800002404	Departamental	54		D	OneWay	1	0	Flat	6	1181	Straight			Normal	Unknown	Lane	00
201800002405	Departamental	498		D	TwoWay	2	0	Flat	43	823	Straight			Wet	Unknown	Shoulder	00
201800002406	Departamental	1082			TwoWay	2	0	Flat	34	237	Straight			Wet	Unknown	Lane	00
201800002407	Departamental	60			TwoWay	2	0	Flat	28	600	RightCurve			Wet	Unknown	Lane	00
201800002408	Communal				Unknown	1	SeparatedBike	Flat			Straight			Normal	Unknown	BikeLane	00
201800002409	Departamental	59		D	TwoWay	2	0	Uphill	2	950	LeftCurve			Wet	Unknown	Lane	00
201800002410	Departamental	58		D	TwoWay	2	0	Flat	2	86	Straight			Normal	Unknown	Lane	00
201800002411	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002412	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002413	Departamental	1082							28	766							
201800002414	Communal				Unknown	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002415	Communal				TwoWay	2	0	Flat			Straight			Normal	Intersection	Lane	00
201800002416	Departamental	89			TwoWay	2	0	Flat	13	683	Straight			Normal	Unknown	Lane	00
201800002417	Communal				Unknown	1	0	Flat			LeftCurve			Normal	Unknown	Lane	00
201800002418	Departamental	1089		D	TwoWay	2	0	Flat	15	200	RightCurve			Normal	Unknown	Lane	00
201800002419	Departamental	7			TwoWay	2	0	Flat	22	0	LeftCurve			Normal	Unknown	Lane	00
201800002420	Departamental	7		A	TwoWay	2	0	Flat	19	800	LeftCurve			Normal	Unknown	Lane	00
201800002421	Communal				TwoWay	2	0	Uphill			Straight			Normal	Tunnel	Lane	00
201800002422	Departamental	19			TwoWay	2	0	Flat	15	780	Straight			Normal	Unknown	Lane	00
201800002423	Communal	5			TwoWay	2	0	Uphill			LeftCurve			Normal	Unknown	Lane	99
201800002424	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	99
201800002425	Departamental	1006			TwoWay	2	0	Uphill	33	860	LeftCurve			Normal	Unknown	Lane	99
201800002426	Departamental	1201			DividedHighway	4	0	Uphill	9	200	RightCurve			Normal	Unknown	Lane	00
201800002427	Departamental	991			TwoWay	2	Bike	Flat	38	620	Straight			Normal	Unknown	Shoulder	00
201800002428	Departamental	1201			TwoWay	2	Bike	Flat	11	800	Straight			Normal	Unknown	Lane	99
201800002429	Departamental	991			TwoWay	4	Bike	Uphill	37	435	Straight			Normal	Intersection	Lane	99
201800002430	Departamental	51			TwoWay	2	0	Flat	0	463	Straight			Normal	Unknown	Lane	99
201800002431	Communal				TwoWay	2	0	Flat			Straight			Wet	Unknown	Shoulder	99
201800002432	Departamental	12		A	TwoWay	2	0	Uphill	3	630	RightCurve			Normal	Unknown	Lane	99
201800002433	Departamental	1006			TwoWay	2	0	Flat	42	930	LeftCurve			Normal	Unknown	Lane	99
201800002434	Departamental	201			OneWay	1	0	Flat	5	500	LeftCurve			Normal	Intersection	Sidewalk	99
201800002435	Communal				TwoWay	2	0	Flat			RightCurve			Normal	Unknown	Lane	99
201800002436	Departamental	5			TwoWay	2	0	Flat	2	900	Straight			Normal	Unknown	Lane	99
201800002437	Communal				TwoWay	2	Reserved	Flat			Straight			Normal	Unknown	Lane	99
201800002438	Departamental	1006			TwoWay	2	0	Flat	41	60	Straight			Normal	Unknown	Lane	99
201800002439	Departamental	9			TwoWay	2	Bike	Uphill	7	610	Straight			Normal	Intersection	Lane	99
201800002440	Departamental	912			TwoWay	2	0	Uphill	23	150	S-Shape			Normal	Unknown	Lane	99
201800002441	Departamental	201			TwoWay	2	0	Flat	3	550	LeftCurve			Normal	Unknown	Lane	00
201800002442	Departamental	912			TwoWay	2	0	Uphill	2	950	Straight			Normal	Unknown	Shoulder	00
201800002443	Communal				TwoWay	2	0	Uphill			RightCurve			Normal	Unknown	Lane	99
201800002444	Departamental	14		A	DividedHighway	4	SeparatedBike	Flat	0	10	Straight			Normal	Intersection	Lane	99
201800002445	Departamental	1504			TwoWay	2	0	Flat	15	650	Straight			Normal	Unknown	Lane	99
201800002446	Departamental	202			TwoWay	2	0	Uphill	8	940	Straight			Normal	Unknown	Lane	99
201800002447	Departamental	1006			TwoWay	2	0	Flat	65	250	Straight			Normal	Unknown	Lane	99
201800002448	Departamental	218			TwoWay	2	0	Uphill			LeftCurve			Wet	PedestrianZone	Lane	99
201800002449	National	90			OneWay	1	0	Uphill	63	800	RightCurve			Normal	Interchange	Unknown	99
201800002450	Departamental	88			TwoWay	2	0	Uphill	16	230	LeftCurve			Normal	Unknown	Shoulder	99
201800002451	Departamental	990			TwoWay	2	0	Flat	48	1	Straight			Normal	Unknown	Lane	00
201800002452	Departamental	221			TwoWay	2	0	Uphill	14	840	Straight			Normal	Unknown	Lane	99
201800002453	Communal				TwoWay	2	0	Flat			Straight			Normal	Unknown	Unknown	99
201800002454	National	90			TwoWay	3	0	Flat	62	850	LeftCurve			Wet	Unknown	Lane	00
201800002455	Departamental	221			TwoWay	2	0	Uphill	8	750	Straight			Snow	Unknown	Lane	00
201800002456	Departamental	88			TwoWay	2	0	Uphill	20	710	RightCurve			Other	Unknown	Shoulder	00
201800002457	Departamental	925			TwoWay	2	0	Flat	44	850	RightCurve			Normal	Unknown	Shoulder	99
201800002458	Communal				TwoWay	2	0	Uphill			Straight			Normal	Unknown	Lane	99
201800002459	Departamental	925			TwoWay	2	0	Uphill	59	850	S-Shape			Normal	Unknown	Lane	99
201800002460	Departamental	925			TwoWay	2	0	Uphill	73	885	RightCurve			Normal	Unknown	Lane	99
201800002461	Departamental	925			TwoWay	2	0	Flat	51	460	LeftCurve			Wet	Unknown	Lane	99
201800002462	Departamental	902			TwoWay	2	0	Uphill	34	700	LeftCurve			Normal	Unknown	Lane	00
201800002463	Departamental	1090			OneWay	1	0	Flat	77	590	LeftCurve			Normal	Intersection	Lane	00
201800002464	Departamental	86			TwoWay	2	0	Uphill	11	300	Straight			Normal	Unknown	Lane	00
201800002465	Departamental	902			TwoWay	2	0	Uphill	8	765	S-Shape			Normal	Unknown	Lane	99
201800002466	Departamental	902			TwoWay	2	0	TopHill	23	237	S-Shape			Normal	Unknown	Lane	99
201800002467	Departamental	1090			TwoWay	2	0	Uphill	98	395	Straight			Normal	Unknown	Lane	99
201800002468	Departamental	119			TwoWay	2	0	Flat	1	25	Straight			Normal	Unknown	Lane	99
201800002469	Departamental	902			TwoWay	2	0	Flat	21	500	Straight			Normal	Unknown	Lane	00
201800002470	Departamental	93			TwoWay	2	0	Uphill	8	550	Straight			Snow	Unknown	Shoulder	00
201800002471	Departamental	91		A	OneWay	1	0	Flat	14	450	Straight			Snow	Unknown	Lane	99
201800002472	Departamental	990			TwoWay	2	0	BottomHill	45	445	Straight			Normal	Unknown	Lane	99
201800002473	Departamental	915			TwoWay	3	0	Uphill	5	40	RightCurve			Normal	Unknown	Lane	99
201800002474	Departamental	915			TwoWay	3	0	Uphill	2	260	RightCurve			Normal	Intersection	Lane	99
201800002475	Departamental	213			TwoWay	2	0	Uphill	23	435	LeftCurve			Normal	Unknown	Lane	99
201800002476	Departamental	213			TwoWay	2	0	Uphill	44	55	RightCurve			Normal	Unknown	Lane	99
201800002477	Departamental	117			TwoWay	2	0	Uphill	9	500	S-Shape			Normal	Unknown	Lane	99
201800002478	Departamental	915			OneWay	1	0	Flat	0	430	LeftCurve			Normal	Intersection	Lane	00
201800002479	Departamental	213			TwoWay	2	0	Uphill	41	70	Straight			Other	Unknown	Lane	99
201800002480	Departamental	915			TwoWay	2	0	Flat	0	107	Straight			Normal	Unknown	Lane	99
201800002481	National	90			TwoWay	3	Bike	Uphill	58	200	RightCurve			Normal	Unknown	Lane	99
201800002482	Departamental	97		A	TwoWay	2	0	Uphill	1	440	Straight			Normal	Unknown	Lane	99
201800002483	Departamental	97			TwoWay	2	0	Flat	4	550	Straight			Normal	Unknown	Lane	99
201800002484	Communal			D	TwoWay	2	0	Flat			Straight			Wet	Unknown	Lane	99
201800002485	Departamental	77			TwoWay	2	0	Uphill	11	19	RightCurve			Snow	Unknown	Shoulder	99
201800002486	Departamental	81			TwoWay	2	0	Flat	0	616	RightCurve			Normal	Unknown	Lane	99
201800002487	Departamental	1006			TwoWay	2	Bike	Flat	103	900	Straight			Normal	Unknown	Lane	00
201800002488	Departamental	78			TwoWay	2	0	Uphill	8	220	Straight			Normal	Unknown	Lane	99
201800002489	Departamental	1006			TwoWay	2	0	Flat	106	350	Straight			Normal	Unknown	Shoulder	99
201800002490	Communal				OneWay	1	Reserved	Flat			Straight			Normal	Unknown	Lane	99
201800002491	Departamental	902			TwoWay	2	0	Uphill	102	200	LeftCurve			Normal	Unknown	Shoulder	99
201800002492	Departamental	902			TwoWay	2	0	Uphill	114	880	Straight			Wet	Unknown	Lane	99
201800002493	Departamental	902			TwoWay	2	0	Uphill	98	160	RightCurve			Normal	Unknown	Lane	99
201800002494	Communal				TwoWay	2	0	Flat			RightCurve			Normal	Unknown	Shoulder	99
201800002495	Departamental	77			TwoWay	2	0	Flat	0	1	Straight			Normal	Unknown	Lane	99
201800002496	Departamental	110			TwoWay	2	0	BottomHill	0	1	Straight			Normal	Intersection	Lane	99
201800002497	Departamental	1006			TwoWay	2	0	Uphill	112	720	S-Shape			Normal	Intersection	Lane	99
201800002498	Departamental	79		B	TwoWay	2	0	Uphill	0	770	S-Shape			Normal	Unknown	Lane	99
201800002499	Departamental	1006			TwoWay	2	0	Flat	108	435	RightCurve			Normal	Bridge	Lane	99
201800002500	Departamental	1006			TwoWay	2	0	Flat	186	840	RightCurve			Normal	Unknown	Lane	99
201800002501	Departamental	902			TwoWay	2	0	Uphill	69	126	S-Shape			Normal	Unknown	Lane	00
201800002502	Departamental	902			TwoWay	2	0	Uphill	69	100	S-Shape			Normal	Unknown	Shoulder	99
201800002503	Communal				Unknown	2	0	Flat			Straight			Other	Unknown	Lane	99
201800002504	Departamental	902			TwoWay	2	0	Flat	78	795	Straight			Normal	Unknown	Shoulder	99
201800002505	Departamental	1006			TwoWay	2	0	Flat	140	380	Straight			Normal	Unknown	Lane	00
201800002506	Departamental	1006			TwoWay	2	0	Flat	139	18	Straight			Normal	Unknown	Lane	00
201800002507	Departamental	4			TwoWay	2	0	Uphill	7	50	Straight			Wet	Unknown	Lane	00
201800002508	Departamental	12		D	TwoWay	2	0	Uphill	24	200	S-Shape			Normal	Unknown	Lane	00
201800002509	Departamental	909			TwoWay	2	Reserved	Flat	9	600	Straight			Normal	Intersection	Lane	00
201800002510	Departamental	909			TwoWay	2	0	Uphill	27	750	S-Shape			Normal	Unknown	Shoulder	00
201800002511	Departamental	16			TwoWay	3	0	Flat	29	0	Straight			Normal	Unknown	Lane	00
201800002512	Departamental	216			TwoWay	2	0	Uphill	1	100	RightCurve			Normal	Unknown	Lane	00
201800002513	Departamental	16		D	TwoWay	2	0	Flat	27	688	LeftCurve			Wet	Unknown	BikeLane	00
201800002514	Departamental	4			TwoWay	2	0	TopHill	8	200	Straight			Normal	Unknown	Lane	00
201800002515	Departamental	909			TwoWay	2	0	Uphill	38	251	Straight			Normal	Unknown	Lane	00
201800002516	Communal				Unknown	5	0	Flat			Straight			Normal	Unknown	Sidewalk	00
201800002517	Departamental	909			TwoWay	2	0	Flat	20	970	Straight			Normal	Unknown	Shoulder	00
201800002518	Departamental	909							19	935						Lane	00
201800002519	Departamental	1205			TwoWay	2	0	Flat	22	1149	Unknown	0	20	Normal	Unknown	Lane	00
201800002520	Communal				TwoWay	2	0	Flat			RightCurve			Normal	Unknown	Lane	00
201800002521	Departamental	12		D	TwoWay	2	0	Flat	33	300	Straight			Wet	Unknown	Lane	00
201800002522	Departamental	1205		D	OneWay	1	0	Flat	11	900	RightCurve			Normal	Unknown	Lane	00
201800002523	Departamental	1205		D	DividedHighway	2	0	Flat	25	850	Straight			Normal	Unknown	Lane	00
201800002524	Departamental	1205		D	TwoWay	2	0	Flat	23	650	Straight			Normal		Lane	00
201800002525	Departamental	1205			TwoWay	2	0	Flat	15	250	S-Shape			Normal	Unknown	Lane	00
201800002526	Departamental	1205			TwoWay	2	0	Uphill	17	0	Straight			Normal	Unknown	Lane	00
201800002527	Departamental	9		D	TwoWay	2	0	Uphill	10	150	Straight			Normal	Intersection	Lane	00
201800002528	Departamental	6		D	TwoWay	2	0	Uphill	25	0	Straight			Normal	Unknown	Lane	00
201800002529	Departamental	12		D	Unknown	2	0	Flat	37	778	LeftCurve			Normal	Unknown	Lane	00
201800002530	Departamental	1205		D	TwoWay	2	0	Flat	27	0	Straight			Normal	Unknown	Lane	00
201800002531	Communal																
201800002532	Departamental	1205			TwoWay	2	0	Flat	18	100	Straight			Wet	Unknown	Lane	00
201800002533	Departamental	1506		D	TwoWay	2	0	Flat	10	150	Straight			Normal	Unknown	Lane	00
201800002534	Communal																
201800002535	Other				TwoWay	2	0	Flat			Straight			Normal	Unknown	Lane	00
201800002536	Departamental	13		D	TwoWay	2	0	Flat	13	14	Straight			Normal	Intersection	Lane	00
201800002537	Communal														Unknown	Lane	00
201800002538	Departamental	6			TwoWay	2	0	Flat	0	600	Straight			Normal	Unknown	Lane	00
201800002539	Departamental	1203			TwoWay	2	0	Flat	29	400	Straight			Normal	Unknown	Lane	00
201800002540	Communal				OneWay	1	0	Flat			LeftCurve			Normal	Unknown	Lane	00
201800002541	Communal				TwoWay	2	0	Flat	0		Straight			Normal	Unknown	Lane	00
201800002542	Departamental	2		D	TwoWay	2	0	Flat	39	300	Straight			Normal	Unknown	Lane	00
201800002543	Departamental	12			TwoWay	2	0	Uphill	43	100	RightCurve			Normal	Unknown	Lane	00
201800002544	Departamental	903		D	TwoWay	2	0	Flat	39	100	Straight			Normal	Unknown	Lane	00
201800002545	Departamental	1203			TwoWay	1	0	Flat	22	150	Straight			Normal	Unknown	Lane	00
201800002546	Departamental	1203			TwoWay	3	0	Uphill	24	900	Straight			Wet	Unknown	Lane	00
201800002547	Departamental	12			TwoWay	1	0	Flat	42	500	S-Shape			Normal	Unknown	Lane	00
201800002548	Departamental	1206			TwoWay	2	0	Flat	23	700	LeftCurve			Normal	Unknown	Lane	00
201800002549	National	37			TwoWay	2	0	TopHill	3	1100	Straight			Normal	Unknown	Lane	00
201800002550	Departamental	18			TwoWay	2	0	TopHill	5	330	Straight			Normal	Unknown	Lane	00
201800002551	Departamental	1201			TwoWay	3	0	Flat	46	447	Straight			Normal	Unknown	Lane	00
201800002552	Departamental	1201							53	400						Lane	
201800002553	Communal				TwoWay	2	0	Uphill			RightCurve			Normal	Unknown	Lane	00
201800002554	Departamental	18		B	TwoWay	2	0	Flat	0	400	RightCurve			Wet	Unknown	Shoulder	00
201800002555	Departamental	1206			TwoWay	2	SeparatedBike	Flat	18	458	Straight			Normal	Unknown	Lane	00
201800002556	Departamental	18		B	TwoWay	2	0	Flat	0	200	Straight			Normal	Unknown	Lane	00
201800002557	Departamental	1201			TwoWay	2	0	Flat	49	850	LeftCurve			Normal	Unknown	Lane	00
201800002558	Departamental	2			TwoWay	2	0	Uphill	47	101	Straight			Wet	Unknown	Lane	00
201800002559	Departamental	907		D	TwoWay	2	0	Uphill	3	700	Straight			Normal	Unknown	Lane	00
201800002560	Departamental	2			TwoWay	2	0	Flat	50	400	Straight			Normal	Unknown	Lane	00
201800002561	Departamental	6		D	TwoWay	2	0	BottomHill	45	600	Straight			Normal	Unknown	Shoulder	00
201800002562	Communal				TwoWay	2	0	Flat			Straight			Normal	PedestrianZone	Lane	00
201800002563	Departamental	19		D	TwoWay	2	0	Flat	26	50	Straight			Normal	Unknown	Lane	00
201800002564	Departamental	20			TwoWay	2	0	Uphill	13	330	Straight			Normal	Unknown	Shoulder	00
201800002565	Departamental	41		A	TwoWay	2	0	Uphill	25	900	RightCurve			Normal	Unknown	Lane	00
201800002566	Departamental	2			TwoWay	2	0	Flat	45	800	S-Shape			Normal	Unknown	Shoulder	00
201800002567	Departamental	9			TwoWay	2	0	Uphill	10	0	Straight			Normal	Unknown	Lane	00
201800002568	Departamental	41		A	TwoWay	2	0	Flat	28	100	Straight			Normal	Unknown	Lane	00
201800002569	Departamental	2			TwoWay	2	0	Uphill	51	800	LeftCurve			Normal	Unknown	Shoulder	00
201800002570	Departamental	19		A	TwoWay	2	0	TopHill	1	300	Straight			Normal	Unknown	Lane	00
201800002571	Departamental	20			TwoWay	2	0	Uphill	13	223	RightCurve			Normal	Unknown	Lane	00
201800002572	Departamental	9			TwoWay	2	0	TopHill	9	400	S-Shape			Normal	Unknown	Lane	00
201800002573	Communal				TwoWay	2	0	BottomHill			RightCurve			Normal	Unknown	Lane	00
201800002574	Departamental	6			TwoWay	2	0	Uphill	37	500	RightCurve			Oil	Unknown	Shoulder	00
201800002575	Departamental	903			TwoWay	2	0	Flat	51	500	RightCurve			Normal	Unknown	Lane	00
201800002576	Departamental	903		G	DividedHighway	4	0	Flat	45	600	Straight			Normal	Unknown	Shoulder	00
201800002577	Departamental	903			TwoWay	2	0	Flat	44	900	Straight			Normal	Unknown	Lane	00
201800002578	Departamental	302			TwoWay	2	0	Uphill	7	100	RightCurve			Normal	Unknown	Lane	00
201800002579	Departamental	19		A	TwoWay	2	0	Flat	0	750	RightCurve			Wet	Unknown	Lane	00
201800002580	Departamental	903			TwoWay	2	0	Uphill	53	150	LeftCurve			Wet	Bridge	Lane	00
201800002581	Departamental	903		D	TwoWay	3	0	TopHill	51	0	LeftCurve			Wet	Unknown	Lane	00
201800002582	Departamental	22			TwoWay	2	0	Flat	29	333	Straight			Normal	Unknown	Lane	00
201800002583	Departamental	22		D	Unknown	2	0	Flat	42	200	LeftCurve			Wet	Unknown	Shoulder	00
201800002584	Departamental	22			DividedHighway	2	0	Flat	31	600	Straight			Normal	Unknown	Lane	00
201800002585	Departamental	228		A	TwoWay	2	0	Flat	7	410	RightCurve			Normal	Bridge	Shoulder	00
201800002586	Departamental	22		D	TwoWay	2	0	BottomHill	51	760	RightCurve			Normal	Unknown	Shoulder	00
201800002587	Departamental	230		D	TwoWay	2	0	Flat	3	400	Straight			Normal	Unknown	Lane	00
201800002588	Communal	228		A	TwoWay	2	0	Uphill	0	160	Straight			Normal	Unknown	Lane	00
201800002589	Departamental	22		D	TwoWay	2	0	Flat	46	75	LeftCurve			Normal	Bridge	Shoulder	00
201800002590	Departamental	228		A	TwoWay	2	0	Flat	0	412	RightCurve			Normal	Unknown	Shoulder	00
201800002591	Departamental	12		D	TwoWay	2	0	Flat	69	800	RightCurve			Normal	Unknown	Lane	00
201800002592	Departamental	1005		D	TwoWay	2	0	Flat	39	450	Straight			Normal	Unknown	Lane	00
201800002593	Departamental	1005		A	TwoWay	2	0	TopHill	43	0	LeftCurve			Normal	Unknown	Lane	00
201800002594	Departamental	902		A	TwoWay	2	0	Flat	8	0	RightCurve			Normal	Unknown	Shoulder	00
201800002595	Departamental	32			Unknown	2	0	Uphill	13	316	RightCurve			Normal	Unknown	Lane	00
201800002596	Departamental	1005			TwoWay	2	0	Flat	37	500	Straight			Normal	Unknown	Lane	00
201800002597	Departamental	32		D	TwoWay	2	0	TopHill	2	0	Straight			Normal	Unknown	Lane	00
201800002598	Departamental	11			Unknown	2	0	Flat	8	20	Straight			Normal	Unknown	Lane	00
201800002599	Departamental	1005			TwoWay	2	0	Flat	44	35	Straight			Normal	Unknown	Lane	00
201800002600	Departamental	32		D	TwoWay	2	0	Uphill	1	450	RightCurve			Normal	Unknown	Lane	00
201800002601	Departamental	2089			TwoWay	2	0	Flat	71	800	Straight			Normal	Intersection	Lane	00
201800002602	Communal				TwoWay	2	0	TopHill			Straight			Other	Unknown	Lane	00
201800002603	Departamental	2089			TwoWay	2	0	Flat	65	900	RightCurve			Normal	Unknown	Lane	00
201800002604	Communal				OneWay	1	0	Flat			Straight			Normal	Unknown	Sidewalk	00
201800002605	Departamental	52			TwoWay	2	0	Flat	22	49	Straight			Normal	Unknown	Lane	00
201800002606	Departamental	2089			TwoWay	2	0	Uphill	72	80	Straight			Normal	Unknown	Lane	00
201800002607	Departamental	775							10	400							
